Time_Frame,Grass,Prey,Hunter
0,12,25,10
1,12,25,10
2,12,25,10
3,12,25,10
4,12,25,10
5,12,25,10
6,12,25,10
7,12,25,10
8,12,25,10
9,12,25,10
10,12,25,10
11,12,25,10
12,12,25,10
13,12,25,10
14,12,25,10
15,12,25,10
16,12,24,11
17,12,24,11
18,12,24,11
19,12,24,11
20,12,24,11
21,12,24,11
22,12,24,11
23,12,24,11
24,12,24,11
25,12,24,11
26,12,25,11
27,12,25,11
28,12,25,11
29,12,25,11
30,12,25,11
31,12,25,11
32,12,25,11
33,12,25,11
34,12,25,11
35,12,25,11
36,12,25,11
37,12,25,11
38,12,25,11
39,12,25,11
40,12,25,11
41,12,25,11
42,12,25,11
43,12,25,11
44,12,25,11
45,12,25,11
46,12,25,11
47,12,25,11
48,12,25,11
49,12,25,11
50,12,25,11
51,12,25,11
52,12,25,11
53,12,25,11
54,12,25,11
55,12,25,11
56,12,24,12
57,12,24,12
58,12,24,12
59,12,24,12
60,12,24,12
61,12,24,12
62,12,24,12
63,12,24,12
64,12,24,12
65,12,24,12
66,12,24,12
67,12,24,12
68,12,24,12
69,12,24,12
70,12,24,12
71,12,24,12
72,12,24,12
73,12,24,12
74,12,24,12
75,12,24,12
76,12,24,12
77,12,24,12
78,12,25,12
79,12,25,12
80,12,25,12
81,12,25,12
82,12,25,12
83,12,25,12
84,12,25,12
85,12,25,12
86,12,25,12
87,12,25,12
88,12,25,12
89,12,25,12
90,12,25,12
91,12,25,12
92,12,25,12
93,12,25,12
94,12,25,12
95,12,25,12
96,12,25,12
97,12,25,12
98,12,25,12
99,12,25,12
100,12,25,12
101,12,25,12
102,12,25,12
103,12,25,12
104,12,25,12
105,12,25,12
106,12,25,12
107,12,25,12
108,12,25,12
109,12,25,12
110,12,25,12
111,12,25,12
112,12,25,12
113,12,25,12
114,12,26,12
115,12,26,12
116,12,26,12
117,12,26,12
118,12,26,12
119,12,26,12
120,12,26,12
121,12,26,12
122,12,26,12
123,12,26,12
124,12,26,12
125,12,26,12
126,12,26,12
127,12,25,13
128,12,25,13
129,12,25,13
130,12,25,13
131,12,25,13
132,12,25,13
133,12,25,13
134,12,25,13
135,12,25,13
136,12,25,13
137,12,25,13
138,12,25,13
139,12,25,13
140,12,25,13
141,12,25,13
142,12,25,13
143,12,25,13
144,12,25,13
145,12,25,13
146,12,25,13
147,12,25,13
148,12,25,13
149,12,25,13
150,12,25,13
151,12,25,13
152,12,25,13
153,12,25,13
154,12,25,13
155,12,25,13
156,12,25,13
157,12,25,13
158,12,25,13
159,12,25,13
160,12,25,13
161,12,25,13
162,12,25,13
163,12,25,13
164,12,25,13
165,12,25,13
166,12,26,13
167,12,26,13
168,12,26,13
169,12,26,13
170,12,26,13
171,12,26,13
172,12,26,13
173,12,26,13
174,12,26,13
175,12,26,13
176,12,26,13
177,12,26,13
178,12,26,13
179,12,26,13
180,12,26,13
181,12,26,13
182,12,26,13
183,12,26,13
184,12,26,13
185,12,26,13
186,12,26,13
187,12,26,13
188,12,26,13
189,12,26,13
190,12,26,13
191,12,26,13
192,12,26,13
193,12,26,13
194,12,26,13
195,12,26,13
196,12,26,13
197,12,26,13
198,12,26,13
199,12,26,13
200,12,26,13
201,12,26,13
202,12,26,13
203,12,26,13
204,12,26,13
205,12,26,13
206,12,26,13
207,12,26,13
208,12,26,13
209,12,26,13
210,12,25,14
211,12,25,14
212,12,25,14
213,12,25,14
214,12,25,14
215,12,25,14
216,12,25,14
217,12,25,14
218,12,25,14
219,12,25,14
220,12,25,14
221,12,25,14
222,12,25,14
223,12,25,14
224,12,25,14
225,12,25,14
226,12,25,14
227,12,25,14
228,12,25,14
229,12,25,14
230,12,25,14
231,12,25,14
232,12,25,14
233,12,25,14
234,12,25,14
